,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,House_Sale_Price
4205,4240,10392,4.0,5,9,1789111.0
4206,3600,6360,3.5,4,10,1702825.0
4207,2020,7869,1.5,4,7,277787.0
4208,3250,4650,2.5,4,8,520700.0
4209,2750,5044,3.0,5,8,452147.0
4210,2470,14552,2.25,5,7,381664.0
4211,2290,8327,2.5,3,7,429797.0
4212,2360,8852,2.25,4,7,470025.0
4213,2000,10937,2.5,4,7,722558.0
4214,1620,9180,2.0,3,7,457101.0
4215,1030,7800,1.0,3,7,316123.0
4216,3580,16148,2.25,4,8,431767.0
4217,1230,7200,1.75,3,7,262584.0
4218,1710,8288,2.0,4,7,319620.0
4219,1710,9672,2.0,4,7,311551.0
4220,1620,7272,1.75,5,7,289574.0
4221,1710,8814,2.0,4,7,348837.0
4222,1680,8460,2.5,4,7,410746.0
4223,1100,9165,2.0,3,7,442870.0
4224,4060,36978,2.5,4,10,1304205.0
4225,4200,35000,3.75,4,10,958951.0
4226,3430,28718,2.5,3,10,1356233.0
4227,2810,28093,2.5,4,10,1065286.0
4228,2330,2586,3.25,3,8,456627.0
4229,2500,3658,3.25,3,8,583381.0
4230,840,5400,1.0,2,7,429438.0
4231,1410,6222,2.0,3,7,323793.0
4232,1520,8513,1.75,3,7,457521.0
4233,1500,6630,1.75,4,7,367833.0
4234,980,8960,1.0,3,7,360514.0
4235,1830,9425,1.75,3,8,364489.0
4236,1730,8910,2.25,4,7,421372.0
4237,1800,16500,2.5,3,8,465057.0
4238,1060,16470,1.75,2,7,318640.0
4239,1720,13779,1.75,3,7,453310.0
4240,3060,36502,2.5,3,9,793077.0
4241,1330,9638,1.0,3,7,367384.0
4242,940,11416,1.0,3,7,289259.0
4243,1160,9180,1.0,3,7,315157.0
4244,1160,9180,1.0,3,7,388842.0
4245,1160,9180,1.0,3,7,284373.0
4246,1160,9180,1.0,3,7,359669.0
4247,1160,9180,1.0,3,7,326122.0
4248,1610,12474,2.0,3,7,412941.0
4249,1780,9794,1.75,4,7,435562.0
4250,1160,9600,1.0,3,7,352518.0
4251,1160,9492,1.0,3,7,349346.0
4252,1120,9075,1.0,3,7,335977.0
4253,1190,11996,1.5,3,7,388792.0
4254,3050,9000,3.75,4,7,472675.0
4255,3050,9000,3.75,4,7,578052.0
4256,1510,10384,2.5,3,7,271864.0
4257,1120,10576,1.0,3,7,326077.0
4258,1120,10576,1.0,3,7,346428.0
4259,1120,10000,1.0,3,7,350362.0
4260,1250,9435,1.0,3,7,339700.0
4261,940,9594,1.0,3,7,335763.0
4262,1740,5480,1.75,4,7,401815.0
4263,960,4800,1.0,2,6,236890.0
4264,1070,5440,1.0,2,6,330653.0
4265,2510,5200,2.0,4,8,522415.0
4266,1660,5360,2.5,3,7,325911.0
4267,1410,7200,1.0,2,7,394032.0
4268,1100,750,2.5,3,7,304776.0
4269,1100,586,2.5,3,7,298920.0
4270,1100,1307,2.5,3,7,300796.0
4271,2370,4800,3.0,4,7,531939.0
4272,1940,4800,2.0,4,7,387464.0
4273,1230,1380,2.5,3,7,279082.0
4274,830,1020,1.5,2,7,251751.0
4275,830,1020,1.5,2,7,256839.0
4276,1910,6000,3.5,5,7,470682.0
4277,1860,1576,2.25,3,7,337010.0
4278,1270,1282,1.5,2,8,304763.0
4279,1270,1603,1.5,2,8,304702.0
4280,1180,1184,2.5,2,7,281810.0
4281,560,4800,1.0,1,6,275056.0
4282,1250,1150,2.5,3,8,259898.0
4283,1250,1150,2.5,3,8,343261.0
4284,1250,1150,2.5,3,8,331399.0
4285,2290,7440,2.25,4,7,316327.0
4286,1500,4800,1.75,3,7,386457.0
4287,860,2765,1.5,2,6,260599.0
4288,1050,572,2.25,3,7,268590.0
4289,770,4800,1.0,2,7,299913.0
4290,1670,5035,1.0,4,7,261538.0
4291,1250,5683,1.0,3,6,297889.0
4292,1410,4960,1.0,3,6,372709.0
4293,1500,5400,1.75,2,7,350968.0
4294,2180,11200,2.5,4,8,483787.0
4295,2220,17568,1.75,3,8,462104.0
4296,1330,17250,1.75,3,7,398942.0
4297,1550,9906,2.0,3,7,415983.0
4298,1610,10000,2.0,3,8,405506.0
4299,2240,34128,2.25,3,8,566505.0
4300,2970,35250,2.5,5,8,506047.0
4301,4100,39322,3.25,6,8,639265.0
4302,2290,34760,2.5,4,8,535631.0
4303,2520,36000,3.25,3,8,418814.0
4304,1250,13950,1.0,3,7,368047.0
4305,1270,17484,1.0,3,6,383309.0
4306,1900,10804,2.0,3,7,332849.0
4307,1950,41200,1.75,3,8,464957.0
4308,2730,92890,2.5,3,9,770123.0
4309,3140,32336,2.5,4,10,775832.0
4310,1510,67082,1.5,2,7,481247.0
4311,1000,14061,1.75,3,7,419641.0
4312,2900,11970,2.0,5,7,322833.0
4313,1260,12330,1.75,3,7,354562.0
4314,1750,12528,1.0,4,7,329226.0
4315,1420,13600,2.0,3,8,363592.0
4316,2140,11931,2.25,4,7,441193.0
4317,2140,11931,2.25,4,7,524728.0
4318,1400,13530,1.5,4,7,337710.0
4319,1230,16095,1.75,3,7,398689.0
4320,1270,12800,2.0,3,7,337928.0
4321,1470,15903,1.75,3,7,434548.0
4322,1470,15903,1.75,3,7,418566.0
4323,1070,16475,1.0,3,8,392126.0
4324,1150,11660,1.5,2,7,331558.0
4325,1630,12350,2.0,3,7,280000.0
4326,2870,52272,2.5,4,8,629232.0
4327,2390,38258,2.5,4,8,761691.0
4328,1760,6875,2.0,3,8,453818.0
4329,960,12600,1.0,3,7,313712.0
4330,2310,14100,2.25,4,7,450207.0
4331,2060,14819,1.75,3,8,412448.0
4332,1930,9450,2.25,3,8,520513.0
4333,1550,11900,1.0,3,7,328918.0
4334,2440,16730,1.75,4,7,327528.0
4335,2110,11319,2.25,3,8,470818.0
4336,2430,3249,2.5,4,8,453190.0
4337,1830,5720,2.25,4,7,361654.0
4338,1830,5720,2.25,4,7,341238.0
4339,3260,39677,3.0,4,8,521553.0
4340,4780,34860,4.25,5,11,1808167.0
4341,2530,10611,2.25,4,8,667167.0
4342,2530,9779,2.75,4,8,530137.0
4343,3130,12463,2.5,4,8,684359.0
4344,2790,10819,2.75,4,9,827667.0
4345,3220,15749,2.5,4,10,1027987.0
4346,4010,8639,3.75,4,10,1054639.0
4347,6630,13782,5.5,7,10,1151845.0
4348,5550,7763,3.5,4,10,1149779.0
4349,3380,9065,2.75,5,10,950432.0
4350,4010,7789,3.75,4,10,1039154.0
4351,3900,7558,3.25,5,10,1092323.0
4352,4640,8983,3.5,4,10,1243111.0
4353,3290,5139,3.5,5,9,811263.0
4354,3200,8689,3.5,5,9,768565.0
4355,2030,4419,2.5,4,9,653027.0
4356,2540,5600,2.5,4,9,718689.0
4357,1940,4000,1.5,3,8,275238.0
4358,1990,8000,1.75,3,8,552489.0
4359,2440,4000,2.75,4,8,398572.0
4360,2760,4200,1.75,3,8,986746.0
4361,1700,4568,2.25,3,7,518969.0
4362,1990,4725,1.75,4,7,385122.0
4363,1080,4725,1.0,2,7,428429.0
4364,1080,4725,1.0,2,7,401059.0
4365,2590,4961,2.5,3,9,747168.0
4366,2630,4630,2.5,3,9,710853.0
4367,1280,5100,1.0,3,7,319794.0
4368,1940,7140,1.5,2,8,564122.0
4369,1390,7140,2.0,4,7,617967.0
4370,1580,7344,1.75,3,7,280426.0
4371,860,5145,1.0,2,6,320425.0
4372,1520,9310,1.0,3,7,408511.0
4373,1460,6860,1.0,2,7,340996.0
4374,870,6410,1.0,2,7,305702.0
4375,1280,5250,1.0,2,7,282664.0
4376,860,5250,1.0,2,7,314201.0
4377,860,5250,1.0,2,7,338759.0
4378,1090,5000,1.0,2,7,371615.0
4379,1390,4880,1.0,2,7,376028.0
4380,870,4600,1.0,2,7,365357.0
4381,840,4600,1.0,2,7,394423.0
4382,1320,4978,1.75,4,7,421939.0
4383,1610,15062,2.25,3,8,480317.0
4384,1660,15971,2.0,3,8,480724.0
4385,1740,12115,2.25,3,8,484941.0
4386,2130,15105,2.25,3,8,546058.0
4387,2190,15491,2.25,4,8,486079.0
4388,1640,15258,2.0,3,8,505258.0
4389,1640,15258,2.0,3,8,497027.0
4390,1870,7400,1.5,3,8,450844.0
4391,1870,7400,1.5,3,8,551884.0
4392,1780,7650,1.5,3,8,425178.0
4393,1810,7650,1.75,4,7,497584.0
4394,760,6000,1.0,2,7,307244.0
4395,2580,11780,2.5,4,9,548757.0
4396,2580,9957,2.5,4,9,510483.0
4397,2490,5812,2.5,4,8,408769.0
4398,4350,7090,3.25,4,8,581635.0
4399,2300,13987,2.25,3,9,665961.0
4400,2490,11700,3.25,4,8,604787.0
4401,2410,5225,2.75,4,8,404290.0
4402,2760,5665,2.5,6,8,426611.0
4403,1340,8867,2.5,3,8,445578.0
4404,1200,9000,1.0,2,6,239188.0
4405,800,9360,1.0,3,6,247926.0
4406,1220,8424,1.75,3,6,194896.0
4407,820,8424,1.0,3,6,235035.0
4408,820,8424,1.0,3,6,195325.0
4409,1350,9680,1.0,3,7,176877.0
4410,1240,9280,1.0,3,7,271247.0
4411,840,8661,1.0,3,6,183555.0
4412,1420,8330,1.75,3,7,263210.0
4413,840,9030,1.0,3,6,85177.0
4414,840,8470,1.0,3,6,241473.0
4415,840,8470,1.0,3,6,243067.0
4416,820,8990,1.0,3,6,226935.0
4417,1122,9100,1.0,2,6,256535.0
4418,3900,10560,2.75,4,10,817324.0
4419,2460,9652,2.5,5,8,431842.0
4420,1570,15570,1.75,3,7,266863.0
4421,1210,3600,1.0,2,8,573447.0
4422,2200,1935,1.5,3,8,881341.0
4423,2200,1935,1.5,3,8,809583.0
4424,2070,5400,3.25,3,8,1032052.0
4425,4110,5400,4.5,6,9,1560602.0
4426,2670,2360,2.5,4,9,908713.0
4427,2670,2360,2.5,4,9,950745.0
4428,2410,2360,1.75,3,9,884000.0
4429,1780,2801,1.75,4,8,889243.0
4430,1410,2639,1.75,2,7,456767.0
4431,1950,3600,1.75,4,8,768226.0
4432,1110,3600,1.5,2,7,598918.0
4433,1110,3600,1.5,2,7,810249.0
4434,1600,3600,1.0,3,7,527424.0
4435,1600,3600,1.0,3,7,599315.0
4436,1500,8645,1.75,2,7,299980.0
4437,2810,13447,2.5,5,8,709143.0
4438,2150,9070,2.5,4,8,625107.0
4439,2140,11128,2.25,4,8,592829.0
4440,2200,7355,2.25,3,8,616272.0
4441,3210,7054,3.75,4,8,752281.0
4442,2010,10760,2.25,3,8,537018.0
4443,1920,7560,2.0,3,8,550814.0
4444,1140,48773,1.75,2,7,361723.0
4445,2990,102366,2.5,4,8,620861.0
4446,1650,10074,1.75,4,7,335763.0
4447,1650,9660,1.75,4,7,304300.0
4448,1230,9600,1.75,3,7,260935.0
4449,1390,9086,2.0,3,7,320388.0
4450,1230,7150,1.75,3,7,291248.0
4451,1320,9520,1.75,3,7,304172.0
4452,1250,7995,2.0,3,7,225315.0
4453,1660,8641,2.0,3,8,297555.0
4454,1540,8223,1.75,3,7,292348.0
4455,1180,7870,2.0,4,7,253748.0
4456,1450,7366,1.75,4,7,282537.0
4457,1180,7462,1.75,4,7,284612.0
4458,1180,7799,2.0,4,7,282758.0
4459,1150,8607,2.0,3,7,256391.0
4460,1380,7226,2.25,3,7,336842.0
4461,1380,7226,2.25,3,7,312046.0
4462,1640,7350,2.5,3,7,323048.0
4463,1560,8797,2.0,3,7,329143.0
4464,1560,7350,2.0,3,7,327427.0
4465,1490,7599,2.0,3,7,342413.0
4466,1310,6738,2.0,3,7,316134.0
4467,1090,10017,2.0,3,7,281229.0
4468,1110,7366,2.0,3,7,262864.0
4469,1090,7245,2.0,3,7,292777.0
4470,1670,7196,2.5,3,7,305114.0
4471,1100,7142,2.0,3,7,309118.0
4472,1110,8457,2.0,3,7,292081.0
4473,1660,8392,2.5,3,7,329519.0
4474,1090,7350,2.0,3,7,302222.0
4475,1280,9359,2.0,3,7,301325.0
4476,1280,9359,2.0,3,7,216067.0
4477,1650,8588,2.5,3,7,363934.0
4478,1520,4310,2.5,3,7,315396.0
4479,1770,4338,2.5,4,7,329170.0
4480,1810,4340,2.0,3,7,713193.0
4481,3150,4120,3.5,5,8,827293.0
4482,1470,1691,2.0,3,8,504521.0
4483,2410,4000,2.25,4,8,914515.0
4484,1160,1070,1.75,3,7,405002.0
4485,2340,4000,1.75,2,8,537996.0
4486,1050,3200,1.0,2,8,584979.0
4487,1270,3200,1.0,3,7,512068.0
4488,2170,2440,2.5,5,8,547767.0
4489,2170,2440,2.5,5,8,676050.0
4490,5300,20054,3.75,4,12,3181434.0
4491,5040,20319,3.25,4,12,3329285.0
4492,5040,20319,3.25,4,12,3239334.0
4493,1840,8170,1.75,3,7,367216.0
4494,1320,8169,1.0,3,7,354022.0
4495,1320,2582,2.0,3,8,574033.0
4496,1690,3600,1.75,3,8,809369.0
4497,2080,5000,3.25,4,9,863492.0
4498,1900,5000,1.75,3,9,731102.0
4499,1120,1172,1.5,2,8,451720.0
4500,1540,1643,3.0,3,8,540645.0
4501,1530,2400,1.75,3,7,516413.0
4502,2220,5400,1.5,4,8,811940.0
4503,1680,3024,1.75,3,7,511879.0
4504,1680,3024,1.75,3,7,600038.0
4505,2020,3720,2.25,4,8,443319.0
4506,1190,1601,1.75,3,8,465996.0
4507,2110,4716,2.5,3,7,660528.0
4508,2390,6550,2.5,3,8,899830.0
4509,3410,7750,2.75,4,8,1192329.0
4510,1810,5443,2.25,3,7,546211.0
4511,890,2100,1.0,2,6,415345.0
4512,640,4435,1.75,2,4,430757.0
4513,1050,6325,2.0,2,7,498302.0
4514,1450,33513,1.0,4,7,334020.0
4515,1910,9749,1.75,4,8,363592.0
4516,1150,4800,1.0,3,6,203824.0
4517,1080,9900,1.0,2,7,314041.0
4518,1440,11250,1.5,3,7,223179.0
4519,1813,14541,1.75,3,7,212096.0
4520,1580,47044,1.0,3,7,683799.0
4521,1130,37950,1.0,2,6,357286.0
4522,1820,15625,0.75,3,5,412810.0
4523,1380,12000,1.0,3,7,115370.0
4524,3650,103672,3.5,3,10,689722.0
4525,1500,15000,1.5,3,7,143608.0
4526,3050,8885,2.75,4,9,509744.0
4527,2970,7618,2.5,5,8,489600.0
4528,3320,42800,2.5,4,9,739956.0
4529,3750,220413,3.5,4,9,784787.0
4530,1040,3500,1.5,2,6,281541.0
4531,1380,6657,1.5,3,7,473511.0
4532,1380,6657,1.5,3,7,480707.0
4533,1760,7946,2.5,3,7,503412.0
4534,1150,7200,1.75,3,7,367213.0
4535,1150,7200,1.75,3,7,352564.0
4536,3680,4802,3.5,5,10,859299.0
4537,3660,6461,3.5,4,10,843723.0
4538,3660,5795,3.5,4,10,869173.0
4539,2570,11473,2.5,4,8,455055.0
4540,2548,5997,2.5,4,8,475984.0
4541,1960,4850,2.5,4,8,370650.0
4542,2382,5899,2.5,4,8,454611.0
4543,2570,5446,2.5,4,8,422490.0
4544,810,7301,1.0,2,5,270056.0
4545,1010,7200,1.0,2,6,263222.0
4546,870,6750,0.75,2,5,140549.0
4547,1930,8400,3.0,5,7,190305.0
4548,2830,6579,2.0,4,7,408475.0
4549,2310,7039,2.25,3,8,448000.0
4550,2310,7039,2.25,3,8,507531.0
4551,1100,14750,2.0,4,6,262201.0
4552,1270,6530,1.5,2,7,289930.0
4553,1840,7840,2.0,4,6,344053.0
4554,1840,7840,2.0,4,6,353150.0
4555,1890,23522,1.5,3,7,253082.0
4556,1500,36180,1.0,3,6,358502.0
4557,2850,47480,2.5,4,8,626836.0
4558,1980,60984,2.5,3,8,219466.0
4559,1780,47480,2.5,3,7,524538.0
4560,3650,15000,3.75,4,10,1105219.0
4561,5220,15246,4.5,5,11,2534603.0
4562,3770,254390,3.5,4,10,1166608.0
4563,4650,108464,4.25,5,10,1327619.0
4564,2920,46355,2.25,4,9,842673.0
4565,1450,41075,2.0,5,6,352511.0
4566,2310,47916,2.5,3,8,634323.0
4567,3000,60450,2.5,4,9,703528.0
4568,2730,8447,2.75,5,8,549426.0
4569,2730,8447,2.75,5,8,593209.0
4570,2800,246114,2.5,4,9,788984.0
4571,2770,55321,2.5,3,9,700816.0
4572,1550,43629,1.75,3,7,500729.0
4573,1550,43629,1.75,3,7,515756.0
4574,2100,7096,3.75,4,7,426566.0
4575,2230,11472,2.25,4,7,429686.0
4576,2190,7524,3.25,4,8,468131.0
4577,2960,8470,2.75,6,7,547068.0
4578,2600,10965,1.75,4,8,472026.0
4579,1900,8405,1.5,4,8,418720.0
4580,1440,8040,1.75,3,7,361390.0
4581,3240,9395,2.5,5,8,436403.0
4582,1340,6559,1.0,3,7,403956.0
4583,2990,9586,2.75,5,8,624762.0
4584,2990,9586,2.75,5,8,656966.0
4585,2380,7395,2.5,4,7,401504.0
4586,1270,7339,1.75,3,8,371302.0
4587,2110,5390,2.5,4,8,466482.0
4588,1970,12205,2.5,3,8,545136.0
4589,1680,11180,2.75,4,7,306639.0
4590,1620,8400,2.0,3,7,482216.0
4591,1800,8545,2.5,4,7,455755.0
4592,1790,8638,2.25,3,8,551335.0
4593,3000,9473,2.75,5,8,592887.0
4594,2110,7284,2.25,4,8,353126.0
4595,3980,17644,3.5,6,10,843908.0
4596,2370,10301,2.5,3,10,810603.0
4597,1450,9586,1.0,3,7,346922.0
4598,2620,4856,2.5,4,9,796360.0
4599,2680,4499,2.5,4,9,757618.0
4600,2920,4500,2.75,4,9,695338.0
4601,2190,7350,2.75,4,7,462124.0
4602,950,8000,1.0,3,7,322894.0
4603,1440,7350,1.75,3,7,335000.0
4604,1420,7350,1.5,4,7,418156.0
4605,1400,7455,2.0,4,7,380748.0
4606,1400,7455,2.0,4,7,438603.0
4607,1420,7350,1.5,4,7,375172.0
4608,1540,7490,1.75,3,7,446486.0
4609,2330,7220,2.0,4,7,441066.0
4610,1270,10713,2.0,3,7,349687.0
4611,1620,7350,2.25,3,7,438512.0
4612,1590,11914,1.75,3,7,295692.0
4613,1500,15590,1.0,3,7,294158.0
4614,1270,8807,1.0,2,7,306918.0
4615,1780,9308,2.5,4,7,392426.0
4616,1920,15200,2.5,4,7,325857.0
4617,1700,40973,1.5,3,8,387507.0
4618,2660,36900,2.5,6,7,470340.0
4619,2140,7515,2.25,4,7,491028.0
4620,2190,9072,2.0,5,7,536299.0
4621,1400,9296,2.0,3,7,393288.0
4622,1400,9296,2.0,3,7,560468.0
4623,3310,9567,2.5,4,9,870175.0
4624,3210,8680,2.5,5,8,790496.0
4625,2110,10089,1.75,3,8,647619.0
4626,1200,11935,1.5,3,7,205252.0
4627,2570,8491,2.25,3,8,345880.0
4628,2070,7000,2.25,4,8,357192.0
4629,2330,5000,2.0,4,7,394708.0
4630,1920,4803,2.5,3,7,331591.0
4631,1950,4780,2.5,3,7,343077.0
4632,2000,4942,2.5,3,7,333398.0
4633,2250,5244,2.5,4,7,407022.0
4634,2370,5263,2.5,4,7,400590.0
4635,1410,7693,1.0,4,7,351367.0
4636,3030,18229,2.5,3,10,804857.0
4637,3610,35048,3.25,4,11,1021278.0
4638,3610,35048,3.25,4,11,1038997.0
4639,5300,37034,3.75,4,11,1192329.0
4640,3290,6422,3.25,5,9,918874.0
4641,3190,6624,3.0,4,9,857022.0
4642,3700,5000,3.5,4,10,1088256.0
4643,3460,7977,2.75,5,9,1037772.0
4644,3390,6298,2.75,4,9,960237.0
4645,3260,7938,3.5,3,10,935281.0
4646,3810,8019,4.5,5,10,1194332.0
4647,4510,14023,4.25,5,10,1624386.0
4648,2960,6856,2.5,3,10,907725.0
4649,3250,6000,3.25,4,10,945390.0
4650,2830,6137,2.75,5,9,860178.0
4651,3610,5500,2.75,5,9,904907.0
4652,3810,7728,2.5,4,9,890350.0
4653,3120,5000,2.75,4,9,830161.0
4654,2280,8522,2.5,5,8,441646.0
4655,2090,7707,1.75,4,8,411148.0
4656,2860,7507,2.5,4,8,675676.0
4657,2860,8209,2.5,4,8,675930.0
4658,2990,5669,2.5,4,8,705128.0
4659,2680,7707,2.5,3,8,673800.0
4660,2192,4140,2.25,4,8,402911.0
4661,2192,12128,2.25,4,8,402911.0
4662,1943,5922,2.5,4,8,346332.0
4663,2483,6870,3.0,4,8,405388.0
4664,1943,6364,2.5,4,8,359242.0
4665,2070,4800,1.75,4,8,739210.0
4666,2070,4800,1.75,4,8,753751.0
4667,3720,5400,4.75,7,7,817883.0
4668,1760,1800,1.75,4,8,660984.0
4669,2560,5321,3.0,3,7,744302.0
4670,2050,5400,2.25,2,7,829204.0
4671,3910,35001,3.25,4,11,1000399.0
4672,3240,31500,3.5,4,10,840379.0
4673,1310,5002,1.0,3,7,368047.0
4674,1910,5414,3.0,5,7,529453.0
4675,1600,1144,3.25,3,8,396028.0
4676,1320,1298,2.0,3,7,394703.0
4677,1870,7033,2.5,3,7,368397.0
4678,1140,7078,2.0,3,7,317721.0
4679,1140,7078,2.0,3,7,302705.0
4680,1310,7511,1.75,3,7,324958.0
4681,1290,10800,1.75,3,7,293005.0
4682,1290,10800,1.75,3,7,230369.0
4683,1330,14400,1.75,3,5,289579.0
4684,720,7200,1.0,2,5,88761.0
4685,860,7200,1.0,2,6,206961.0
4686,700,6000,1.0,2,5,228571.0
4687,1970,5037,2.5,4,7,352997.0
4688,2490,5386,3.0,4,7,393543.0
4689,2490,5386,3.0,4,7,349104.0
4690,2490,5000,3.0,4,7,397834.0
4691,2990,5050,2.5,4,7,430544.0
4692,2490,5000,3.0,4,7,398099.0
4693,1970,7098,2.5,4,7,355556.0
4694,2960,5000,2.5,4,7,442015.0
4695,2960,5000,2.5,5,7,444804.0
4696,1830,5011,2.5,4,7,330406.0
4697,2400,12253,2.25,4,8,387464.0
4698,1940,10200,2.5,4,8,309927.0
4699,2540,5485,2.0,3,8,407776.0
4700,2610,4781,2.5,4,8,437860.0
4701,2750,6259,2.5,4,9,423856.0
4702,2540,6688,2.5,4,9,460189.0
4703,2540,6688,2.5,4,9,415922.0
4704,1410,6540,1.75,4,7,263425.0
4705,1010,6552,1.75,3,7,155278.0
4706,2390,6600,3.5,5,7,303298.0
4707,1100,6660,1.0,3,6,224466.0
4708,840,6540,1.0,3,7,277436.0
4709,1830,3500,1.75,3,7,595821.0
4710,930,3750,1.0,2,7,540930.0
4711,860,3750,0.75,2,6,453228.0
4712,2380,3750,2.5,4,8,1084137.0
4713,1390,3000,1.75,2,7,617651.0
4714,1960,3000,2.75,3,7,644621.0
4715,2640,4000,2.75,4,8,977443.0
4716,2640,4000,2.75,4,8,1137959.0
4717,1980,3300,1.75,3,7,730746.0
4718,2100,2500,2.25,4,8,637896.0
4719,2540,3750,2.25,5,7,534840.0
4720,2400,3750,2.0,5,7,462794.0
4721,1450,2500,1.75,3,7,457351.0
4722,1720,2800,1.0,4,7,526229.0
4723,1110,3500,1.0,3,6,498000.0
4724,1580,4500,2.25,3,7,526890.0
4725,1580,4500,2.25,3,7,651542.0
4726,920,3750,1.0,2,6,475664.0
4727,2580,3600,2.0,4,7,849564.0
4728,1100,4400,1.75,4,6,547582.0
4729,1790,5000,1.0,3,7,567338.0
4730,2710,4500,2.0,3,8,788775.0
4731,1255,3750,1.5,3,6,519506.0
4732,1540,5000,1.0,4,7,543592.0
4733,1710,2950,1.0,4,8,481760.0
4734,1380,2950,2.0,2,7,410566.0
4735,1320,2388,1.0,3,7,485714.0
4736,1070,3480,2.0,3,6,501787.0
4737,1470,1554,2.25,3,7,440022.0
4738,2360,4750,1.75,4,7,687129.0
4739,1400,11000,2.0,3,7,293341.0
4740,1390,13537,2.5,3,7,267839.0
4741,3580,6470,3.5,4,9,785545.0
4742,2880,4425,2.75,5,8,729391.0
4743,2880,4425,2.75,5,8,805261.0
4744,2460,4425,2.5,4,8,698638.0
4745,2640,6581,2.5,4,8,754661.0
4746,2530,4210,2.5,4,8,700621.0
4747,2960,6749,2.5,4,9,800535.0
4748,2080,4295,2.5,3,8,665897.0
4749,2570,7173,2.5,4,8,660403.0
4750,3520,8095,2.5,4,9,834124.0
4751,2370,3442,2.5,3,8,651172.0
4752,3690,7499,3.5,4,9,864543.0
4753,3400,6346,3.75,5,9,820433.0
4754,3590,6655,2.5,4,9,907280.0
4755,3690,7691,3.5,4,9,905097.0
4756,3570,6616,2.5,4,9,821105.0
4757,3130,7320,4.5,5,8,1195007.0
4758,3260,3775,3.25,4,10,1135038.0
4759,1840,14002,2.25,3,7,471087.0
4760,1230,5711,1.0,3,6,244433.0
4761,2035,4988,2.5,3,7,450735.0
4762,2030,4916,2.5,3,7,378673.0
4763,2030,4916,2.5,3,7,414127.0
4764,3960,11783,3.0,4,10,1036889.0
4765,3810,10497,2.75,4,10,1002241.0
4766,4150,14026,4.25,4,10,1049447.0
4767,1640,4080,1.5,2,7,767924.0
4768,1940,3570,1.5,3,8,779391.0
4769,1700,2274,2.5,2,9,699195.0
4770,1400,2421,2.25,3,9,647028.0
4771,1400,2342,2.25,3,9,654540.0
4772,1230,5396,1.0,2,7,288670.0
4773,1930,5000,1.75,3,7,347989.0
4774,2330,7483,2.5,4,8,478585.0
4775,2660,8414,2.5,4,8,844590.0
4776,1690,14896,2.0,3,7,351114.0
4777,1550,7757,1.75,3,8,316392.0
4778,1550,7757,1.75,3,8,314268.0
4779,2070,11410,2.25,4,8,320336.0
4780,1830,8372,2.5,3,8,338759.0
4781,2010,8799,2.25,3,8,352696.0
4782,2020,9614,2.25,3,8,270163.0
4783,1940,11474,2.5,3,8,341525.0
4784,1080,9611,1.0,3,7,226896.0
4785,1200,7920,1.75,3,7,271227.0
4786,1750,7620,1.75,3,7,401656.0
4787,790,7620,1.5,2,5,226614.0
4788,1050,7620,1.0,3,6,350968.0
4789,1950,4366,2.75,3,7,355048.0
4790,1490,6604,1.5,3,6,226731.0
4791,1940,6654,1.75,5,7,390397.0
4792,1730,12354,1.75,4,8,601304.0
4793,1530,7200,2.0,4,7,457725.0
4794,860,6720,1.0,2,6,260997.0
4795,1320,4380,1.0,3,6,375581.0
4796,1660,6600,2.0,4,6,421643.0
4797,3640,3600,3.0,5,9,1334398.0
4798,1370,1404,2.25,2,7,434025.0
4799,1370,1404,2.25,2,7,493016.0
4800,1350,1248,2.25,2,7,493648.0
4801,1280,5374,1.0,2,7,249686.0
4802,2340,6750,1.75,3,7,474654.0
4803,2360,5063,2.5,3,8,670582.0
4804,2310,6770,3.75,6,7,535461.0
4805,2420,43560,1.5,5,8,386573.0
4806,2610,13613,2.25,3,8,341664.0
4807,1960,11600,2.5,4,6,290066.0
4808,3500,216777,2.5,3,8,682132.0
4809,3560,13959,3.75,4,9,966433.0
4810,3560,13959,3.75,4,9,1231581.0
4811,1080,6052,1.0,2,6,146673.0
4812,1980,39150,1.0,3,6,408353.0
4813,1270,9000,1.0,3,6,269963.0
4814,1510,18846,2.75,3,6,255562.0
4815,1510,18846,2.75,3,6,263113.0
4816,1010,11880,1.0,3,7,154894.0
4817,1940,9000,1.75,4,7,319403.0
4818,1940,9000,1.75,4,7,343865.0
4819,1780,25244,1.75,3,7,362160.0
4820,2060,82764,1.75,4,8,710349.0
4821,1370,78408,2.0,3,7,459791.0
4822,2180,9805,1.75,4,9,878164.0
4823,3640,17873,3.25,6,9,822105.0
4824,3020,15305,3.5,5,10,799143.0
4825,2970,14486,3.5,4,9,928525.0
4826,1651,18200,2.0,2,6,344083.0
4827,600,217800,1.0,2,7,564018.0
4828,2310,221284,2.5,3,9,815406.0
4829,4950,22259,2.75,4,10,1738346.0
4830,1460,11595,1.5,3,7,361963.0
4831,1650,6900,2.0,4,6,376506.0
4832,3180,194278,3.25,4,10,906457.0
4833,3930,239580,2.5,4,9,933651.0
4834,2890,154638,2.25,4,9,652319.0
4835,2850,5400,2.75,4,9,797193.0
4836,1640,3000,2.0,3,7,514008.0
4837,1760,3000,1.5,3,7,527881.0
